merchant_id,merchant_name,mcc,mcc_imputed,merchant_category,business_type,city,state,onboarding_date,settlement_account_on_file,merchant_status,declared_avg_ticket_size,declared_avg_ticket_size_was_negative
MCH2724,Aggarwal Group,5812,False,Restaurants & Food Service,Individual,Bengaluru,Karnataka,,True,ACTIVE,7977.75,True
MCH5459,Sachdev Ltd,5699,False,Apparel & Fashion,Sole Proprietorship,Bengaluru,Karnataka,,True,SUSPENDED,1804.28,False
MCH8481,"Dixit,GeraandGara",4131,False,Retail - Other,Sole Proprietorship,Jaipur,Rajasthan,,True,ACTIVE,1730.88,False
MCH9091,"Dewan, Hayre and Kala",4131,False,Transportation & Travel,Sole Proprietorship,Amritsar,Punjab,,True,CLOSED,4267.28,False
MCH3817,Subramanian Group,5311,False,Department Store,Sole Proprietorship,Ludhiana,Punjab,,True,ACTIVE,3916.72,False
MCH2658,"Parmar, Purohit and Bhasin",5812,False,Restaurants & Food Service,Sole Proprietorship,Bengaluru,Karnataka,,True,ACTIVE,548.82,False
MCH6420,Wadhwa and Sons,5912,False,Pharmacy & Medical,Partnership,Bengaluru,Karnataka,,True,ACTIVE,160.44,False
MCH6789,Sanghvi-Garg,5699,False,Apparel & Fashion,Individual,Kolkata,West Bengal,,True,ACTIVE,8043.93,False
MCH9440,Ratti LLC,5311,False,Retail - Other,Individual,Jalandhar,Punjab,,True,ACTIVE,186.6,False
MCH9220,"Agate,BoaseandKurian",4131,False,Transportation & Travel,Sole Proprietorship,Delhi,Delhi,,True,INACTIVE,728.01,True
MCH2094,Ratti Ltd,5411,False,Grocery,Sole Proprietorship,Bengaluru,Karnataka,,True,ACTIVE,4897.48,False
MCH9836,"Nori, Malhotra and Deep",7011,False,Hotel & Lodging,Sole Proprietorship,Chennai,Tamil Nadu,,True,ACTIVE,3007.0,False
MCH1830,shan llc,7011,False,Hotel & Lodging,Private Limited,Lucknow,Uttar Pradesh,,True,ACTIVE,405.35,False
MCH1610,Sodhi-Parekh,5411,False,Grocery,Partnership,Amritsar,Punjab,,True,ACTIVE,1488.13,False
MCH4952,"Anne,ChoudhryandBhattacharyya",5812,False,Restaurants & Food Service,Individual,Delhi,Delhi,,True,ACTIVE,4302.0,False
MCH5573,"GUHA, DAYAL AND MUTTI",5411,False,Grocery,Sole Proprietorship,Chennai,Tamil Nadu,,True,ACTIVE,2684.58,False
MCH9041,Kade-Sahota,4131,False,Transportation & Travel,Individual,Pune,Maharashtra,,True,ACTIVE,2738.21,False
MCH9045,"Kaul, Sethi and Vaidya",4814,False,Telecom & Mobile,Partnership,Bengaluru,Karnataka,,True,INACTIVE,1488.0,False
MCH8727,Vig-Mann,5999,False,Retail - Other,Partnership,Delhi,Delhi,,True,ACTIVE,157.65,False
MCH6758,"Kaul, Vyas and Bobal",5912,False,Pharmacy & Medical,Sole Proprietorship,Jaipur,Rajasthan,,True,ACTIVE,1560.09,False
MCH6280,Khanna-Kanda,5699,False,Apparel & Fashion,Sole Proprietorship,Pune,Maharashtra,,True,ACTIVE,243.27,False
MCH2390,Bandi-Sidhu,5311,False,Retail - Other,Sole Proprietorship,Jaipur,Rajasthan,,True,ACTIVE,1091.1,False
MCH4041,Salvi-Mishra,5812,False,Restaurants & Food Service,Sole Proprietorship,Amritsar,Punjab,,True,INACTIVE,1291.58,False
MCH3718,"S0m, Barman and Bhavsar",5411,False,Grocery,Sole Proprietorship,Pune,Maharashtra,,True,ACTIVE,312.19,False
MCH8909,"PALAN, WALI AND WAGLE",5999,False,Retail - Other,Individual,Delhi,Delhi,,True,ACTIVE,1366.3,False
MCH6071,nagy inc,5311,False,Department Store,Private Limited,Delhi,Delhi,,True,ACTIVE,2743.11,True
MCH8957,MADAN-KOTHARI,5699,False,Apparel & Fashion,Sole Proprietorship,Ludhiana,Punjab,,True,ACTIVE,934.34,False
MCH9482,"Vasa, Chada and Iyengar",5411,False,Grocery,Partnership,Hyderabad,Telangana,,True,ACTIVE,600.13,False
MCH3376,Sama-Gaba,5411,False,Grocery,Individual,Hyderabad,Telangana,,True,ACTIVE,732.24,False
MCH5307,"Balan, Varughese and Dave",5812,False,Restaurants & Food Service,Partnership,Pune,Maharashtra,,True,ACTIVE,204.07,False
MCH5257,Kara-Sibal,4814,False,Telecom & Mobile,Individual,Bengaluru,Karnataka,,True,ACTIVE,1601.92,False
MCH4197,Chaudry Group,5912,False,Pharmacy & Medical,Private Limited,Pune,Maharashtra,,True,ACTIVE,4814.44,False
MCH6827,Mangat and Sons,5912,False,Pharmacy & Medical,Sole Proprietorship,Jalandhar,Punjab,,True,ACTIVE,1859.4,False
MCH5687,"Prasad, Tank and Char",4131,False,Transportation & Travel,Individual,Ludhiana,Punjab,,True,ACTIVE,487.38,False
MCH7469,Dua LLC,5812,False,Restaurants & Food Service,Sole Proprietorship,Pune,Maharashtra,,True,INACTIVE,1848.0,False
MCH6815,"Borra, Talwar and Jha",4814,False,Telecom & Mobile,Partnership,Jalandhar,Punjab,,True,ACTIVE,750.82,False
MCH3079,"Bobal, Balay and Batra",7011,False,Hotel & Lodging,Private Limited,Bengaluru,Karnataka,,True,ACTIVE,486.3,False
MCH2268,"Verma, Aurora and De",5999,False,Retail - Other,Private Limited,Jalandhar,Punjab,,True,ACTIVE,995.42,False
MCH3156,"Bal, Deo and Kala",5999,False,Retail - Other,Partnership,Lucknow,Uttar Pradesh,,True,ACTIVE,2486.0,False
MCH4052,Bal-Choudhary,5812,False,Restaurants & Food Service,Partnership,Jalandhar,Punjab,,True,ACTIVE,2217.99,False
MCH8610,Pandey and Sons,5999,False,Retail - Other,Sole Proprietorship,Bengaluru,Karnataka,,True,ACTIVE,1014.0,False
MCH9571,buch inc,5812,False,Restaurants & Food Service,Individual,Hyderabad,Telangana,,True,ACTIVE,1270.83,False
MCH9158,"Sachdeva, Va1a and Bedi",5812,False,Restaurants & Food Service,Sole Proprietorship,Lucknow,Uttar Pradesh,,True,CLOSED,6181.65,False
MCH2129,Bhavsar-De,5912,False,Pharmacy & Medical,Sole Proprietorship,Hyderabad,Telangana,,True,ACTIVE,4898.0,False
MCH6623,Kakar and Sons,5912,False,Pharmacy & Medical,Individual,Pune,Maharashtra,,True,ACTIVE,1424.35,False
MCH4455,Iyer LLC,5411,False,Grocery,Individual,Bengaluru,Karnataka,,True,ACTIVE,586.02,False
MCH9379,Nazareth and Sons,5999,False,Retail - Other,Individual,Kolkata,West Bengal,,True,INACTIVE,242.0,False
MCH1082,Oommen Inc,7011,False,Hotel & Lodging,Partnership,Amritsar,Punjab,,True,ACTIVE,833.19,False
MCH3092,"Dutta, Vasa and Jayaraman",5999,False,Retail - Other,Private Limited,Amritsar,Punjab,,True,ACTIVE,1605.55,False
MCH1773,Prakash-Malhotra,5411,False,Grocery,Individual,Jalandhar,Punjab,,True,ACTIVE,1551.73,False
MCH4072,Singhal-Natarajan,5812,False,Restaurants & Food Service,Sole Proprietorship,Chennai,Tamil Nadu,,True,ACTIVE,2593.54,False
MCH8181,Mall-Chatterjee,4131,False,Transportation & Travel,Individual,Amritsar,Punjab,,True,ACTIVE,1624.73,True
MCH1277,Bhatnagar-Borah,5812,False,Restaurants & Food Service,Individual,Kolkata,West Bengal,,True,ACTIVE,3540.87,False
MCH5343,Sangha-Pillay,5411,False,Grocery,Individual,Lucknow,Uttar Pradesh,,True,INACTIVE,1724.67,False
MCH4640,Choudhary-Joshi,5699,False,Apparel & Fashion,Partnership,Jaipur,Rajasthan,,True,ACTIVE,857.62,False
MCH2283,"Dhawan, Pa11a and Krishnan",7011,False,Hotel & Lodging,Partnership,Hyderabad,Telangana,,True,ACTIVE,954.74,False
MCH3287,"dave, ganesan and biswas",5311,False,Retail - Other,Individual,Bengaluru,Karnataka,,True,ACTIVE,1007.0,False
MCH3221,Baria-Dube,7011,False,Hotel & Lodging,Sole Proprietorship,Kolkata,West Bengal,,True,INACTIVE,338.34,False
MCH6873,Dar and Sons,5311,False,Department Store,Sole Proprietorship,Jalandhar,Punjab,,True,ACTIVE,75.71,False
MCH4075,Sankar-Mandal,5812,False,Restaurants & Food Service,Partnership,Ludhiana,Punjab,,True,ACTIVE,1056.32,False
MCH3421,"Sandhu, Saxena and Talwar",5942,False,Books & Stationery,Sole Proprietorship,Delhi,Delhi,,True,SUSPENDED,1117.58,False
MCH6058,Loke LLC,5942,False,Books & Stationery,Sole Proprietorship,Amritsar,Punjab,,True,ACTIVE,317.07,False
MCH5197,AcharyaInc,4131,False,Transportation & Travel,Private Limited,Jalandhar,Punjab,,True,ACTIVE,699.94,False
MCH5256,GhoshLLC,4131,False,Transportation & Travel,Individual,Chennai,Tamil Nadu,,True,ACTIVE,429.35,False
MCH9805,Sha-Mitter,5311,False,Retail - Other,Partnership,Jalandhar,Punjab,,True,ACTIVE,1993.26,False
MCH2306,GOSWAMI INC,7011,False,Hotel & Lodging,Sole Proprietorship,Bengaluru,Karnataka,,True,ACTIVE,1562.95,False
MCH7187,Sandhu Inc,5812,False,Restaurants & Food Service,Individual,Amritsar,Punjab,,True,ACTIVE,4006.56,False
MCH9822,Thaman-Parsa,5311,False,Department Store,Private Limited,Bengaluru,Karnataka,,True,ACTIVE,534.71,False
MCH2574,Bala and Sons,5699,False,Apparel & Fashion,Individual,Delhi,Delhi,,True,SUSPENDED,197.23,False
MCH3391,Dass Inc,4131,False,Transportation & Travel,Partnership,Lucknow,Uttar Pradesh,,True,ACTIVE,1298.0,False
MCH1587,Srivastava-Saha,5912,False,Pharmacy & Medical,Private Limited,Kolkata,West Bengal,,True,ACTIVE,1502.0,False
MCH7343,Dixit Ltd,5912,False,Pharmacy & Medical,Partnership,Jaipur,Rajasthan,,True,ACTIVE,3142.0,False
MCH8411,Chopra Group,5812,True,Restaurants & Food Service,Private Limited,Jalandhar,Punjab,2023-01-01 00:00:00,False,INACTIVE,1067.4,False
MCH7032,"Mangat, Naik and Kakar",7011,False,Hotel & Lodging,Private Limited,Amritsar,Punjab,2023-01-09 00:00:00,False,ACTIVE,,False
MCH9516,"SULE, BORRA AND RATTAN",5812,True,Restaurants & Food Service,Partnership,Amritsar,Punjab,2023-01-19 00:01:38,False,ACTIVE,397.19,True
MCH6960,DAS-DHAWAN,5812,True,Restaurants & Food Service,Partnership,Jaipur,Rajasthan,2023-01-22 00:00:00,False,ACTIVE,1832.0,False
MCH2314,"Tank, Bera and Dash",5812,True,Restaurants & Food Service,Sole Proprietorship,Kolkata,West Bengal,2023-02-01 01:03:00,False,ACTIVE,2905.93,False
MCH8809,Narasimhan-Sem,4814,True,Telecom & Mobile,Individual,Jalandhar,Punjab,2023-02-05 00:00:00,False,INACTIVE,2118.31,False
MCH5966,"Bala, Tandon and Keer",5411,True,Grocery,Individual,Lucknow,Uttar Pradesh,2023-02-06 00:00:00,False,ACTIVE,255.77,False
MCH3853,Bhat-Dutt,5411,False,Grocery,Sole Proprietorship,Hyderabad,Telangana,2023-03-05 00:00:00,False,ACTIVE,,False
MCH9126,Anne-Chahal,5411,False,Grocery,Partnership,Hyderabad,Telangana,2023-03-05 00:00:00,False,ACTIVE,,False
MCH2919,Menon-Vaidya,5912,True,Pharmacy & Medical,Sole Proprietorship,Delhi,Delhi,2023-03-20 14:46:24,False,ACTIVE,3825.85,False
MCH8554,MANGAT PLC,5999,False,Retail - Other,Sole Proprietorship,Mumbai,Maharashtra,2023-04-03 00:00:00,False,INACTIVE,,False
MCH8384,"Tella, Batra and Baral",5311,False,Department Store,Individual,Jalandhar,Punjab,2023-04-08 00:00:00,False,ACTIVE,,False
MCH4713,Sura-Boase,5699,True,Apparel & Fashion,Sole Proprietorship,Amritsar,Punjab,2023-04-12 00:00:00,False,ACTIVE,1694.6,False
MCH7157,Bir Inc,4814,True,Telecom & Mobile,Private Limited,Lucknow,Uttar Pradesh,2023-04-16 00:00:00,False,ACTIVE,906.12,False
MCH8556,"Rout, Dhillon and Sinha",5942,False,Books & Stationery,Sole Proprietorship,Jaipur,Rajasthan,2023-05-04 17:49:00,False,ACTIVE,,False
MCH3512,"Bhatti, Khosla and Chhabra",4814,True,Telecom & Mobile,Private Limited,Amritsar,Punjab,2023-05-04 23:36:19,False,ACTIVE,1112.0,False
MCH7133,DinInc,5411,False,Grocery,Private Limited,Pune,Maharashtra,2023-05-05 02:26:09,False,INACTIVE,,False
MCH7060,"Nayak, Parmer and Anand",5912,True,Pharmacy & Medical,Private Limited,Kolkata,West Bengal,2023-05-26 00:00:00,False,ACTIVE,1299.1,False
MCH9367,Luthra and Sons,5942,True,Books & Stationery,Private Limited,Amritsar,Punjab,2023-05-31 17:55:00,False,ACTIVE,1752.0,False
MCH7837,Wali Group,5999,True,Retail - Other,Individual,Kolkata,West Bengal,2023-06-03 00:00:00,False,ACTIVE,803.03,False
MCH4112,Sodhi-Desai,5311,True,Department Store,Sole Proprietorship,Hyderabad,Telangana,2023-06-06 00:00:00,False,INACTIVE,3193.0,False
MCH4325,choudhry llc,7011,False,Hotel & Lodging,Private Limited,Jaipur,Rajasthan,2023-06-07 00:00:00,False,INACTIVE,,False
MCH7895,Pau PLC,5999,True,Retail - Other,Individual,Amritsar,Punjab,2023-06-08 09:45:00,False,ACTIVE,583.0,False
MCH8119,SubramanianandSons,5999,True,Retail - Other,Sole Proprietorship,Amritsar,Punjab,2023-06-14 00:00:00,False,ACTIVE,1285.93,False
MCH1823,"Patla, Bhasin and Parsa",7011,True,Hotel & Lodging,Partnership,Lucknow,Uttar Pradesh,2023-06-15 00:00:00,False,ACTIVE,3003.2,False
MCH8327,Men0n Ltd,5999,True,Retail - Other,Individual,Bengaluru,Karnataka,2023-06-18 18:05:34,False,INACTIVE,1670.04,False
MCH4767,Prasad Inc,4814,True,Telecom & Mobile,Private Limited,Pune,Maharashtra,2023-06-20 00:00:00,False,INACTIVE,789.87,False
MCH8154,Yohannan PLC,5999,True,Retail - Other,Sole Proprietorship,Jalandhar,Punjab,2023-06-26 00:00:00,False,SUSPENDED,998.6,False
MCH4211,Amb1e-Saha,5411,True,Grocery,Sole Proprietorship,Delhi,Delhi,2023-06-27 00:00:00,False,ACTIVE,525.0,False
MCH1268,Vyas Ltd,5311,False,Retail - Other,Individual,Amritsar,Punjab,2023-06-28 00:00:00,False,ACTIVE,,False
MCH2032,"Doshi, Sur and Sarna",5812,True,Restaurants & Food Service,Private Limited,Pune,Maharashtra,2023-07-15 00:00:00,False,ACTIVE,771.07,False
MCH4685,Mukhopadhyay-Cheema,5942,True,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2023-07-22 11:31:48,True,SUSPENDED,,False
MCH4030,Nayar PLC,5942,True,Books & Stationery,Private Limited,Amritsar,Punjab,2023-08-02 19:27:00,False,ACTIVE,1079.32,False
MCH2516,Ben-Varghese,5411,True,Grocery,Sole Proprietorship,Chennai,Tamil Nadu,2023-08-04 21:20:00,False,SUSPENDED,398.68,False
MCH2612,Vala Ltd,7011,False,Hotel & Lodging,Sole Proprietorship,Lucknow,Uttar Pradesh,2023-08-11 00:00:00,False,ACTIVE,,False
MCH4509,"shanker, sem and varughese",4131,False,Retail - Other,Sole Proprietorship,Pune,Maharashtra,2023-08-16 00:00:00,False,ACTIVE,,False
MCH8552,"Manne, Manda and Toor",4131,False,Transportation & Travel,Sole Proprietorship,Pune,Maharashtra,2023-08-19 00:00:00,False,ACTIVE,,False
MCH1245,"Kumer, Varghese and Dhawan",5912,True,Pharmacy & Medical,Partnership,Pune,Maharashtra,2023-08-23 00:00:00,False,ACTIVE,725.32,False
MCH8879,Raju and Sons,5912,True,Pharmacy & Medical,Sole Proprietorship,Lucknow,Uttar Pradesh,2023-08-30 05:18:50,False,ACTIVE,906.0,False
MCH7184,Dara Inc,5411,True,Grocery,Sole Proprietorship,Mumbai,Maharashtra,2023-08-31 00:00:00,False,ACTIVE,1095.25,False
MCH1383,dubey group,5411,True,Grocery,Individual,Hyderabad,Telangana,2023-09-03 16:33:00,True,ACTIVE,,False
MCH7204,Thaman Ltd,5942,True,Books & Stationery,Individual,Jalandhar,Punjab,2023-09-05 00:00:00,False,ACTIVE,937.0,False
MCH5855,"Rajagopalan,MuniandPrasad",5699,True,Apparel & Fashion,Partnership,Jalandhar,Punjab,2023-09-08 00:00:00,False,ACTIVE,115.41,False
MCH7938,CHANDER LTD,4814,True,Telecom & Mobile,Sole Proprietorship,Bengaluru,Karnataka,2023-09-22 00:00:00,False,ACTIVE,639.19,True
MCH2222,"Mani, Ravel and Agrawal",5699,True,Apparel & Fashion,Sole Proprietorship,Lucknow,Uttar Pradesh,2023-10-01 00:00:00,False,ACTIVE,815.84,False
MCH7354,"CHATTERJEE, SARNA AND HANDA",5699,True,Apparel & Fashion,Sole Proprietorship,Bengaluru,Karnataka,2023-10-13 16:44:55,False,ACTIVE,728.0,False
MCH1079,Sharaf and Sons,4814,True,Telecom & Mobile,Sole Proprietorship,Pune,Maharashtra,2023-10-20 00:00:00,False,ACTIVE,455.39,False
MCH9706,"Mohan, Sahni and Doctor",5699,False,Apparel & Fashion,Partnership,Lucknow,Uttar Pradesh,2023-10-26 00:00:00,False,ACTIVE,,False
MCH9530,B0rah PLC,5812,True,Restaurants & Food Service,Individual,Hyderabad,Telangana,2023-11-01 00:00:00,False,SUSPENDED,999.86,False
MCH3497,"Gokhale, Parmer and Contractor",4131,True,Transportation & Travel,Individual,Jalandhar,Punjab,2023-11-03 21:39:51,False,ACTIVE,403.24,True
MCH3389,Korpal-Hegde,5912,True,Pharmacy & Medical,Individual,Ludhiana,Punjab,2023-11-04 00:37:00,False,ACTIVE,877.98,True
MCH5146,Wadhwa-Swamy,5311,False,Department Store,Partnership,Jalandhar,Punjab,2023-11-05 00:00:00,False,ACTIVE,,False
MCH1222,Dass-Dugar,5411,False,Grocery,Sole Proprietorship,Kolkata,West Bengal,2023-11-07 18:19:21,False,ACTIVE,,False
MCH9371,Mand-Oommen,5411,True,Grocery,Private Limited,Chennai,Tamil Nadu,2023-11-11 00:00:00,False,ACTIVE,284.42,False
MCH1086,Agrawal-Sule,5699,True,Apparel & Fashion,Individual,Ludhiana,Punjab,2023-11-13 00:00:00,False,ACTIVE,1355.59,False
MCH1855,Kala-Shan,5812,True,Restaurants & Food Service,Private Limited,Kolkata,West Bengal,2023-11-13 00:38:34,False,SUSPENDED,1474.0,False
MCH8470,"GARG, SURI AND SAGAR",5699,False,Apparel & Fashion,Individual,Ludhiana,Punjab,2023-11-19 00:00:00,False,ACTIVE,,False
MCH3269,Kara-Ramaswamy,5812,True,Restaurants & Food Service,Partnership,Pune,Maharashtra,2023-12-07 00:00:00,False,ACTIVE,1481.0,False
MCH8919,Parmar Ltd,4131,True,Transportation & Travel,Private Limited,Bengaluru,Karnataka,2023-12-24 00:00:00,False,ACTIVE,2228.63,False
MCH1226,"APTE, PINGLE AND PAL",7011,True,Hotel & Lodging,Private Limited,Hyderabad,Telangana,2024-01-03 00:00:00,False,ACTIVE,2290.0,False
MCH2122,"Bava, Bal and Mittal",5912,True,Pharmacy & Medical,Individual,Pune,Maharashtra,2024-01-04 00:00:00,False,ACTIVE,1119.03,False
MCH8641,Rai and Sons,4131,False,Transportation & Travel,Individual,Ludhiana,Punjab,2024-01-10 00:00:00,False,ACTIVE,,False
MCH6419,"Bhalla, Dubey and Salvi",5912,True,Pharmacy & Medical,Sole Proprietorship,Jaipur,Rajasthan,2024-01-15 01:23:00,False,ACTIVE,3881.01,False
MCH7556,Hayer-Saini,5942,False,Books & Stationery,Individual,Chennai,Tamil Nadu,2024-01-24 20:09:00,False,ACTIVE,,False
MCH8790,Thaman-Singh,5912,False,Pharmacy & Medical,Individual,Kolkata,West Bengal,2024-02-04 00:00:00,False,ACTIVE,,False
MCH3502,"Bail, Sawhney and Majumdar",5812,True,Restaurants & Food Service,Individual,Hyderabad,Telangana,2024-02-05 16:37:39,False,ACTIVE,4792.39,False
MCH6608,"puri, dar and mann",5411,True,Grocery,Private Limited,Delhi,Delhi,2024-02-10 07:57:42,False,ACTIVE,410.36,True
MCH4237,"Deshmukh, Ghose and Chhabra",5812,True,Restaurants & Food Service,Sole Proprietorship,Pune,Maharashtra,2024-02-12 12:00:50,False,BLOCKED,5905.65,False
MCH7321,"Krishna, Saraf and Pant",5999,True,Retail - Other,Partnership,Kolkata,West Bengal,2024-02-28 10:01:00,False,ACTIVE,954.48,False
MCH8845,Varkey-Jha,5999,True,Retail - Other,Partnership,Kolkata,West Bengal,2024-03-01 05:26:00,False,ACTIVE,5630.04,False
MCH8335,Bhatti-Keer,5999,True,Retail - Other,Sole Proprietorship,Hyderabad,Telangana,2024-03-06 00:00:00,False,INACTIVE,1335.83,False
MCH1611,Karan-Kibe,5411,True,Grocery,Sole Proprietorship,Jalandhar,Punjab,2024-03-06 00:00:00,False,ACTIVE,343.64,False
MCH9307,"Bajwa, Dhawan and Guha",5812,True,Restaurants & Food Service,Sole Proprietorship,Jalandhar,Punjab,2024-03-07 00:00:00,False,ACTIVE,468.19,False
MCH8863,Sastry PLC,4814,False,Telecom & Mobile,Individual,Pune,Maharashtra,2024-03-08 00:00:00,False,ACTIVE,,False
MCH5476,Buch Group,5912,True,Pharmacy & Medical,Private Limited,Delhi,Delhi,2024-03-08 00:00:00,False,ACTIVE,1311.87,False
MCH7228,SwaminathanLtd,4814,True,Telecom & Mobile,Partnership,Ludhiana,Punjab,2024-03-13 00:00:00,True,ACTIVE,,False
MCH4118,Upadhyay LLC,4131,False,Transportation & Travel,Private Limited,Kolkata,West Bengal,2024-03-16 00:00:00,False,ACTIVE,,False
MCH5458,"Korpal, Venkatesh and Choudhary",7011,False,Hotel & Lodging,Individual,Jaipur,Rajasthan,2024-03-17 02:49:02,False,ACTIVE,,False
MCH2041,"Sagar, Chakraborty and Kurian",4131,False,Transportation & Travel,Sole Proprietorship,Ludhiana,Punjab,2024-03-22 10:36:41,False,INACTIVE,,False
MCH8062,RANDHAWA-KATA,5999,True,Retail - Other,Individual,Mumbai,Maharashtra,2024-03-31 00:00:00,False,ACTIVE,1473.0,False
MCH2356,Baria PLC,5912,True,Pharmacy & Medical,Individual,Ludhiana,Punjab,2024-04-02 11:05:22,False,ACTIVE,2672.62,False
MCH8049,Balan-Shah,5699,False,Apparel & Fashion,Private Limited,Lucknow,Uttar Pradesh,2024-04-09 00:00:00,False,ACTIVE,,False
MCH3275,Sridhar and Sons,5699,False,Apparel & Fashion,Partnership,Delhi,Delhi,2024-04-15 07:33:51,False,SUSPENDED,,False
MCH7596,Bajwa-Luthra,4814,False,Telecom & Mobile,Private Limited,Hyderabad,Telangana,2024-04-20 00:00:00,False,SUSPENDED,,False
MCH1041,Pat1a-S0m,5699,True,Apparel & Fashion,Private Limited,Kolkata,West Bengal,2024-04-21 00:00:00,False,ACTIVE,3701.53,False
MCH3581,"Chadha, Sankaran and Pau",5699,False,Apparel & Fashion,Partnership,Kolkata,West Bengal,2024-05-07 00:00:00,False,ACTIVE,,False
MCH4914,BORA INC,5311,True,Department Store,Sole Proprietorship,Jaipur,Rajasthan,2024-05-12 00:00:00,False,ACTIVE,4227.85,False
MCH1941,Bath-Sunder,4814,False,Telecom & Mobile,Sole Proprietorship,Jaipur,Rajasthan,2024-05-22 00:00:00,False,SUSPENDED,,False
MCH4738,Jha PLC,5999,True,Retail - Other,Sole Proprietorship,Bengaluru,Karnataka,2024-05-24 22:20:53,False,INACTIVE,1636.42,False
MCH6403,"Sahni, Kapur and Ganesh",5699,True,Apparel & Fashion,Private Limited,Chennai,Tamil Nadu,2024-05-30 00:00:00,False,ACTIVE,344.49,False
MCH7986,Pathak Inc,5999,True,Retail - Other,Individual,Chennai,Tamil Nadu,2024-05-30 00:00:00,False,INACTIVE,1602.91,False
MCH4008,"deep, rajagopal and tandon",4814,True,Telecom & Mobile,Private Limited,Hyderabad,Telangana,2024-06-02 00:03:04,False,ACTIVE,1196.0,False
MCH2579,More Inc,5942,True,Books & Stationery,Partnership,Jaipur,Rajasthan,2024-06-05 00:00:00,False,ACTIVE,4068.74,False
MCH2841,"Memon, Samra and Rajagopal",5942,False,Books & Stationery,Sole Proprietorship,Mumbai,Maharashtra,2024-06-13 00:00:00,False,ACTIVE,,False
MCH6468,Golla-Murty,4131,False,Transportation & Travel,Partnership,Hyderabad,Telangana,2024-06-20 00:00:00,False,ACTIVE,,False
MCH3895,Wable-Sarna,7011,True,Hotel & Lodging,Private Limited,Jaipur,Rajasthan,2024-06-20 00:00:00,False,CLOSED,797.39,False
MCH8540,Tiwari Ltd,5999,False,Retail - Other,Sole Proprietorship,Jaipur,Rajasthan,2024-06-27 07:54:00,False,ACTIVE,,False
MCH4903,Khatri Gr0up,5311,False,Department Store,Individual,Delhi,Delhi,2024-07-07 00:00:00,False,ACTIVE,,False
MCH8852,Bali-Hora,5912,True,Pharmacy & Medical,Individual,Delhi,Delhi,2024-07-09 00:00:00,False,ACTIVE,2821.74,False
MCH8718,Chaudhari-Bhalla,5812,False,Restaurants & Food Service,Individual,Pune,Maharashtra,2024-07-23 04:38:30,False,ACTIVE,,False
MCH9363,Mannan Group,4131,False,Transportation & Travel,Private Limited,Mumbai,Maharashtra,2024-07-29 00:00:00,False,ACTIVE,,False
MCH6809,Reddy-Bhatt,5699,True,Apparel & Fashion,Partnership,Bengaluru,Karnataka,2024-08-05 00:00:00,False,ACTIVE,2382.0,False
MCH7478,"Sami, Brahmbhatt and Khurana",5699,False,Apparel & Fashion,Private Limited,Mumbai,Maharashtra,2024-08-19 11:01:33,False,CLOSED,,False
MCH1359,Palan-Minhas,5699,True,Apparel & Fashion,Individual,Chennai,Tamil Nadu,2024-08-24 00:00:00,False,ACTIVE,1891.91,False
MCH2691,PATHAK AND SONS,7011,True,Hotel & Lodging,Private Limited,Lucknow,Uttar Pradesh,2024-09-06 00:00:00,False,ACTIVE,5340.32,False
MCH5450,"Karnik, Karan and Boase",5942,True,Books & Stationery,Partnership,Kolkata,West Bengal,2024-09-09 00:00:00,False,ACTIVE,852.07,False
MCH9625,tripathi plc,4814,False,Telecom & Mobile,Private Limited,Amritsar,Punjab,2024-09-11 21:48:18,False,ACTIVE,,False
MCH1107,Sen-Das,4814,True,Telecom & Mobile,Private Limited,Chennai,Tamil Nadu,2024-09-16 00:00:00,True,ACTIVE,,False
MCH4963,AtwalLtd,5912,False,Pharmacy & Medical,Sole Proprietorship,Hyderabad,Telangana,2024-09-17 15:34:47,False,ACTIVE,,False
MCH1843,Edwin and Sons,5999,False,Retail - Other,Sole Proprietorship,Delhi,Delhi,2024-09-19 00:00:00,False,ACTIVE,,False
MCH7574,"Saini, Dubey and Bava",5311,True,Department Store,Private Limited,Pune,Maharashtra,2024-09-28 01:58:00,False,ACTIVE,1109.44,False
MCH8328,Raman-Dass,5411,True,Grocery,Partnership,Jalandhar,Punjab,2024-09-29 00:00:00,False,ACTIVE,2484.83,False
MCH6953,Khurana-Prabhakar,5942,True,Books & Stationery,Partnership,Hyderabad,Telangana,2024-10-03 00:00:00,False,ACTIVE,2749.21,True
MCH7702,Ahuja-Nayar,5411,False,Grocery,Private Limited,Ludhiana,Punjab,2024-10-04 00:00:00,False,SUSPENDED,,False
MCH3530,DUGAR PLC,5699,False,Apparel & Fashion,Individual,Ludhiana,Punjab,2024-10-08 01:53:00,False,ACTIVE,,False
MCH8044,"Sant, Nadkarni and Rajan",5311,True,Department Store,Individual,Bengaluru,Karnataka,2024-10-13 07:30:00,False,ACTIVE,794.78,True
MCH5148,"Bose, Ranganathan and Bose",5411,False,Grocery,Individual,Amritsar,Punjab,2024-10-20 00:00:00,False,ACTIVE,,False
MCH8536,Boase PLC,4814,True,Telecom & Mobile,Partnership,Mumbai,Maharashtra,2024-10-23 00:00:00,False,ACTIVE,3149.45,False
